scorer,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000,DLC_resnet50_SalamanderApr18shuffle1_12000
bodyparts,topjoint,topjoint,topjoint,torso1,torso1,torso1,torso2,torso2,torso2,torso3,torso3,torso3,bottomjoint,bottomjoint,bottomjoint
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,298.21453857421875,298.8384704589844,0.9472888708114624,271.3582763671875,303.0713806152344,0.9391012191772461,249.9702911376953,308.39459228515625,0.936297595500946,223.29067993164062,311.50732421875,0.9380124807357788,202.60968017578125,313.2055969238281,0.9559670090675354
1,224.64450073242188,264.5591125488281,0.9261219501495361,225.89346313476562,237.5889434814453,0.9141791462898254,228.1105194091797,211.56993103027344,0.8347043991088867,230.1770782470703,183.6171417236328,0.5652076601982117,230.01657104492188,160.24801635742188,0.9504148960113525
2,338.53961181640625,238.4274139404297,0.9695237874984741,301.1974792480469,233.556396484375,0.8866387009620667,258.41815185546875,238.22804260253906,0.8661339282989502,221.92076110839844,238.48399353027344,0.8977916836738586,196.47061157226562,237.3788299560547,0.8663536310195923
3,378.6198425292969,323.8643798828125,0.9657237529754639,338.38494873046875,297.6553649902344,0.909217894077301,304.75750732421875,280.6750183105469,0.9064899682998657,265.6716003417969,266.48529052734375,0.8547046780586243,229.44557189941406,261.11376953125,0.9719685316085815
4,355.2339782714844,251.93370056152344,0.9832071661949158,319.49102783203125,253.70936584472656,0.9371257424354553,284.8948974609375,257.13336181640625,0.8744261264801025,253.78262329101562,259.7521667480469,0.8653364181518555,222.05787658691406,250.11997985839844,0.936579167842865
5,331.1961669921875,208.2386932373047,0.9079467058181763,302.81011962890625,218.77798461914062,0.8346322178840637,270.80816650390625,229.30584716796875,0.7155800461769104,240.91253662109375,229.76959228515625,0.8611509799957275,206.9791259765625,231.62319946289062,0.7418139576911926
6,353.6235656738281,245.8286590576172,0.9780904054641724,309.6077575683594,240.8008575439453,0.9260411262512207,267.71759033203125,230.8079376220703,0.8773303627967834,221.3165283203125,232.66519165039062,0.8081355690956116,175.51702880859375,250.52328491210938,0.9707620739936829
7,297.3481140136719,224.642822265625,0.9922816753387451,264.37725830078125,233.99290466308594,0.9155645966529846,238.04664611816406,249.8724365234375,0.8431015610694885,209.93980407714844,260.8200988769531,0.9739298820495605,187.95362854003906,269.7196960449219,0.9534507393836975
8,326.4471740722656,271.5559997558594,0.8935922384262085,299.96087646484375,239.98057556152344,0.8608980178833008,271.0924987792969,222.2875518798828,0.7888643741607666,230.52703857421875,210.32904052734375,0.9543688893318176,194.34832763671875,213.2969512939453,0.9623188972473145
9,274.41595458984375,247.1036834716797,0.9842350482940674,248.9092559814453,253.5986785888672,0.9223363399505615,226.6982421875,261.0199279785156,0.9259139895439148,201.65457153320312,266.9688415527344,0.9469643831253052,178.55796813964844,284.45941162109375,0.942162036895752
10,364.6877136230469,235.9130859375,0.9365593194961548,332.5439453125,231.05992126464844,0.9237108826637268,298.0096740722656,224.4739227294922,0.9040754437446594,263.8963317871094,223.4853057861328,0.8613448143005371,232.95822143554688,227.52452087402344,0.9259759187698364
11,339.12939453125,236.30149841308594,0.9841846823692322,305.5080871582031,240.5848846435547,0.9568157196044922,271.7972106933594,241.85684204101562,0.8967567682266235,243.61074829101562,241.7073974609375,0.9558221101760864,214.48179626464844,241.3123016357422,0.9327032566070557
12,308.43597412109375,233.8175811767578,0.9834966659545898,280.9539489746094,238.18505859375,0.8575237989425659,258.0458679199219,243.5789337158203,0.9005707502365112,233.83163452148438,258.8077087402344,0.9131759405136108,215.04159545898438,280.7330322265625,0.9702275991439819
13,370.87445068359375,273.2364807128906,0.9923153519630432,330.4363708496094,274.96844482421875,0.9622184038162231,294.7015380859375,273.5584716796875,0.9553853273391724,251.45486450195312,275.30145263671875,0.9622647762298584,212.04556274414062,280.6014404296875,0.7566828727722168
14,320.22637939453125,245.30015563964844,0.7391791343688965,292.5225830078125,241.91200256347656,0.8208125829696655,263.39324951171875,231.8823699951172,0.8469254970550537,229.20809936523438,226.86532592773438,0.7721042633056641,202.85618591308594,228.86370849609375,0.9667859077453613
15,306.2494812011719,250.0575408935547,0.23701465129852295,274.41400146484375,243.84353637695312,0.8197529911994934,251.06422424316406,251.4261474609375,0.6196540594100952,227.4392852783203,255.66693115234375,0.7225069403648376,204.01002502441406,268.35296630859375,0.9322061538696289
16,313.91461181640625,266.2076416015625,0.7086583375930786,289.7432556152344,268.75225830078125,0.49605226516723633,273.218994140625,266.6606140136719,0.466251403093338,243.89312744140625,265.9405212402344,0.8434208631515503,213.9762420654297,261.3600158691406,0.914725661277771
17,278.1406555175781,282.320068359375,0.2696114480495453,161.8120880126953,275.47174072265625,0.2673878073692322,251.7592315673828,274.7579040527344,0.030609875917434692,284.63037109375,279.2386474609375,0.07014349102973938,205.5653839111328,278.93719482421875,0.05486014485359192
18,252.28977966308594,219.91390991210938,0.11894732713699341,234.86648559570312,221.82073974609375,0.20154082775115967,232.87210083007812,222.39013671875,0.04856911301612854,250.74984741210938,218.80165100097656,0.0368993878364563,251.50416564941406,218.89491271972656,0.03879588842391968
19,314.5009460449219,266.0351257324219,0.21358534693717957,283.07574462890625,253.9450225830078,0.5460450649261475,243.61553955078125,251.264404296875,0.8305103778839111,211.89564514160156,253.13314819335938,0.8394343256950378,186.16786193847656,256.41290283203125,0.9205347299575806
20,292.15618896484375,273.26947021484375,0.5603947043418884,273.8590087890625,276.00836181640625,0.3160930871963501,256.59185791015625,277.50164794921875,0.24807733297348022,238.42288208007812,275.3119812011719,0.27199533581733704,218.55116271972656,275.14349365234375,0.7326027750968933
21,280.5841369628906,252.9490509033203,0.03990280628204346,250.80299377441406,268.6229248046875,0.02473464608192444,247.36497497558594,270.13623046875,0.016107797622680664,227.1516571044922,282.4450988769531,0.01263648271560669,210.95164489746094,296.6209411621094,0.12145385146141052
22,-1.0918097496032715,0.7737441062927246,0.012995034456253052,-3.7522263526916504,1.857283115386963,0.020669996738433838,1.3568785190582275,3.704602003097534,0.023706644773483276,2.5117011070251465,-5.775717735290527,0.013074874877929688,2.6937568187713623,11.853416442871094,0.03199958801269531
23,241.18276977539062,282.18572998046875,0.13196316361427307,218.61163330078125,286.7705078125,0.2482227385044098,204.3775634765625,298.7038269042969,0.12789466977119446,182.99679565429688,303.9270324707031,0.0241239070892334,157.70034790039062,329.4166259765625,0.8059400320053101
24,283.44439697265625,277.3408508300781,0.32080888748168945,263.4164123535156,292.7646789550781,0.804297149181366,250.9527587890625,301.74932861328125,0.33985158801078796,241.4457244873047,309.5647888183594,0.5570878982543945,216.98318481445312,316.2207336425781,0.7776610851287842
25,314.168701171875,249.63088989257812,0.9291042685508728,281.7053527832031,256.84393310546875,0.946057915687561,256.73834228515625,264.0384216308594,0.9094231128692627,225.12318420410156,270.23004150390625,0.9525609016418457,194.85816955566406,282.2895812988281,0.9623622894287109
26,276.8382263183594,263.9192810058594,0.9317823052406311,248.84768676757812,273.8541259765625,0.7060511112213135,226.53077697753906,278.4999694824219,0.5437098741531372,211.21636962890625,281.8529052734375,0.5421541333198547,186.6434783935547,283.5064392089844,0.9029515981674194
27,338.4169006347656,260.5055236816406,0.6041454076766968,297.9492492675781,248.35296630859375,0.5191966891288757,257.2070617675781,246.4821014404297,0.6941351890563965,232.78599548339844,241.37741088867188,0.18815118074417114,202.42984008789062,238.6526641845703,0.26483845710754395
28,345.7738952636719,280.85589599609375,0.32616016268730164,314.6368408203125,276.16241455078125,0.34087324142456055,300.44818115234375,274.82806396484375,0.46952420473098755,269.53765869140625,278.3389892578125,0.7835993766784668,235.84156799316406,278.1637878417969,0.9591507315635681
29,278.2342834472656,317.6502990722656,0.58321213722229,267.8224792480469,297.11602783203125,0.5292361974716187,270.96624755859375,272.3004455566406,0.6990370154380798,273.1983337402344,240.4503936767578,0.050016313791275024,270.7169494628906,233.40684509277344,0.04063814878463745
30,269.09869384765625,273.37353515625,0.4737039804458618,252.06759643554688,274.5389709472656,0.41581547260284424,236.6201934814453,281.4060974121094,0.696341872215271,212.5042724609375,281.5895080566406,0.9305081367492676,188.126953125,282.62481689453125,0.680657148361206
31,484.7225646972656,306.65985107421875,0.005638420581817627,284.13189697265625,218.52565002441406,0.1130126416683197,266.4539489746094,228.50326538085938,0.12334859371185303,238.32403564453125,230.03883361816406,0.6767529249191284,207.68084716796875,229.66346740722656,0.8021407127380371
32,308.1467590332031,284.6533203125,0.2351222038269043,270.3998718261719,274.3887023925781,0.20919516682624817,258.3050537109375,267.2832336425781,0.2463863492012024,220.02493286132812,271.2969055175781,0.6977007389068604,190.39308166503906,288.63641357421875,0.9521209001541138
33,406.8431396484375,217.86288452148438,0.9671865701675415,363.4055480957031,217.97018432617188,0.931103527545929,306.99688720703125,218.10348510742188,0.8955962657928467,260.9899597167969,221.07252502441406,0.9037423729896545,224.96627807617188,224.37632751464844,0.9183111190795898
34,290.5990905761719,288.4563903808594,0.10881483554840088,256.8008117675781,275.1261901855469,0.11300617456436157,237.8522186279297,271.8169860839844,0.33800846338272095,205.32725524902344,268.7078857421875,0.6562989354133606,181.40585327148438,269.8430480957031,0.8452820777893066
35,319.0839538574219,250.10340881347656,0.804617166519165,286.9570617675781,249.1287078857422,0.6723262071609497,264.5950622558594,251.30532836914062,0.609679639339447,228.2637481689453,249.94725036621094,0.6024733781814575,201.80303955078125,251.09097290039062,0.9741848707199097
36,323.2159729003906,269.9203796386719,0.8629425168037415,285.4752197265625,266.96771240234375,0.7831454277038574,259.3759765625,268.8756103515625,0.6343111395835876,233.70790100097656,271.0531311035156,0.7797337770462036,199.2474822998047,269.3652648925781,0.9374048709869385
37,204.810546875,269.463134765625,0.13226133584976196,291.4008483886719,257.7236022949219,0.41747814416885376,257.8116760253906,265.5728759765625,0.5224378705024719,225.6025848388672,268.64215087890625,0.8871185779571533,198.8266143798828,273.72125244140625,0.9461206793785095
38,321.3558349609375,229.40252685546875,0.9728364944458008,284.82403564453125,236.9532012939453,0.8653223514556885,252.61886596679688,245.95059204101562,0.9135878086090088,219.03591918945312,245.2793426513672,0.9376348257064819,189.4901123046875,240.57456970214844,0.9320070147514343
39,294.0978088378906,242.18470764160156,0.7431227564811707,270.4456481933594,241.86172485351562,0.7333501577377319,253.86097717285156,239.36825561523438,0.8099379539489746,224.89993286132812,239.46607971191406,0.9484591484069824,198.067138671875,244.8234405517578,0.985305666923523
40,341.9489440917969,256.242919921875,0.8603968620300293,301.8077392578125,258.7471923828125,0.512377142906189,272.3243103027344,262.2289733886719,0.339751660823822,230.7372283935547,268.10015869140625,0.29163286089897156,206.4091796875,272.8282775878906,0.8734031915664673
41,299.5647888183594,298.385986328125,0.0013506412506103516,258.9538879394531,273.349365234375,0.004667460918426514,247.73770141601562,269.50347900390625,0.001305997371673584,233.6506805419922,267.92803955078125,0.0005505979061126709,255.25576782226562,267.6238708496094,0.002786010503768921
42,212.43582153320312,325.2196350097656,0.07359841465950012,273.81036376953125,294.6913757324219,0.2399168312549591,234.43035888671875,316.8697814941406,0.09647396206855774,222.1239776611328,311.0953369140625,0.726134181022644,186.15443420410156,320.555419921875,0.664995551109314
43,331.01641845703125,311.94293212890625,0.0017811357975006104,321.7033996582031,316.2594909667969,0.001430124044418335,310.3395080566406,320.53179931640625,0.0009841322898864746,330.78887939453125,308.173583984375,0.0018768608570098877,315.4161682128906,318.2425537109375,0.24839457869529724
44,316.0660095214844,275.1277160644531,0.7294113039970398,288.5361328125,272.6460266113281,0.4019176959991455,275.0896911621094,275.94580078125,0.2637735605239868,243.60679626464844,280.79443359375,0.5976794958114624,214.1188201904297,284.16583251953125,0.9384548664093018
45,322.5091857910156,237.78656005859375,0.5266221761703491,293.2527770996094,251.6233367919922,0.46022114157676697,271.06500244140625,256.60369873046875,0.4852120578289032,244.27069091796875,255.16748046875,0.4191615879535675,220.82923889160156,250.65357971191406,0.5419944524765015
46,294.1842956542969,266.2261657714844,0.36611542105674744,268.4688415527344,263.853515625,0.5456099510192871,243.87899780273438,262.8775634765625,0.4178939759731293,221.7677001953125,262.53314208984375,0.7566940188407898,196.2046661376953,264.668701171875,0.8309463858604431
47,300.7928161621094,266.9308776855469,0.025998860597610474,290.9407043457031,267.5346984863281,0.20498543977737427,268.9755554199219,268.7526550292969,0.295588880777359,246.23641967773438,267.475341796875,0.7380295991897583,217.1083984375,272.2559509277344,0.9199169874191284
48,267.0597229003906,284.385498046875,0.4214390814304352,262.3628845214844,254.554931640625,0.24157506227493286,264.64154052734375,239.77383422851562,0.02372729778289795,269.7169494628906,266.7701110839844,0.02092611789703369,268.74444580078125,272.4647216796875,0.07843196392059326
49,281.6269226074219,246.66238403320312,0.9567286372184753,257.37200927734375,266.6650390625,0.9635385870933533,231.70323181152344,271.1570739746094,0.9226199388504028,208.68772888183594,278.87060546875,0.9602524042129517,188.81427001953125,283.6989440917969,0.8994295597076416
50,258.3337707519531,135.98342895507812,0.42089033126831055,240.79144287109375,183.43313598632812,0.37177133560180664,237.96832275390625,185.79647827148438,0.17844390869140625,241.23175048828125,180.43743896484375,0.23447003960609436,235.1611328125,234.47193908691406,0.2037828266620636
51,296.09649658203125,266.60626220703125,0.9240742921829224,266.0706481933594,269.34881591796875,0.725868821144104,238.50637817382812,273.05126953125,0.7756085991859436,209.11566162109375,275.2626037597656,0.9352989792823792,182.0736846923828,274.0195617675781,0.9245960116386414
52,310.0897521972656,292.03753662109375,0.6543978452682495,270.75042724609375,268.1411437988281,0.6555458307266235,242.2878875732422,256.3082275390625,0.5445157289505005,200.67410278320312,253.54684448242188,0.5185229778289795,181.89926147460938,255.3214111328125,0.8227422833442688
53,315.56365966796875,274.8885803222656,0.1840437352657318,276.74017333984375,254.95526123046875,0.2678026556968689,249.73257446289062,244.9772186279297,0.620472252368927,223.72108459472656,237.77407836914062,0.6147572994232178,183.32601928710938,245.0157470703125,0.9606398344039917
54,313.2198181152344,282.45465087890625,0.07594355940818787,279.6054992675781,277.2535400390625,0.3343794345855713,257.29473876953125,269.49700927734375,0.05181816220283508,223.0196075439453,268.5260925292969,0.04163330793380737,206.8478546142578,258.6206359863281,0.11702394485473633
55,203.26963806152344,308.7579040527344,0.05593261122703552,294.16259765625,189.16456604003906,0.019930273294448853,185.30677795410156,315.4235534667969,0.006652802228927612,227.0356903076172,293.683349609375,0.026465117931365967,196.8026580810547,319.1468200683594,0.9710664749145508
56,248.11209106445312,311.3815612792969,0.2276093065738678,225.05386352539062,262.1068115234375,0.49943026900291443,220.11947631835938,238.15162658691406,0.16229650378227234,222.02081298828125,224.12632751464844,0.14845317602157593,216.5560302734375,215.86375427246094,0.10067054629325867
57,369.2180480957031,239.0123291015625,0.948053777217865,336.6708679199219,243.1349639892578,0.9313488006591797,304.3206481933594,245.78570556640625,0.42160117626190186,282.2928161621094,240.39578247070312,0.28388360142707825,250.83116149902344,230.33331298828125,0.35972094535827637
58,304.2185363769531,265.880859375,0.014354109764099121,284.4601745605469,273.11383056640625,0.18304890394210815,257.9688720703125,276.4704284667969,0.4203137159347534,237.47816467285156,284.5509338378906,0.40611928701400757,219.61793518066406,283.751708984375,0.7454435229301453
59,351.4937438964844,303.332275390625,0.8644089698791504,316.6340026855469,308.1957702636719,0.8320907354354858,282.97198486328125,312.3905029296875,0.44432926177978516,250.75088500976562,315.4996643066406,0.6118585467338562,223.45066833496094,321.3648986816406,0.5063291788101196
60,361.3669128417969,340.32635498046875,0.9646120667457581,320.67779541015625,342.0568542480469,0.9304429888725281,288.2887878417969,343.7459716796875,0.7273173332214355,258.68365478515625,340.1152038574219,0.715035080909729,233.6945037841797,337.8396911621094,0.5696797370910645
61,250.8751220703125,275.4504089355469,0.32696065306663513,227.87628173828125,273.70458984375,0.33937668800354004,203.83602905273438,266.7826232910156,0.3459915816783905,151.2506866455078,241.15438842773438,0.1329435110092163,147.35926818847656,242.13084411621094,0.13546931743621826
62,236.15882873535156,264.223388671875,0.019952625036239624,281.4557189941406,261.1213073730469,0.008219093084335327,272.1668701171875,262.7145690917969,0.011520028114318848,250.83164978027344,261.5816955566406,0.03304809331893921,230.68666076660156,267.1865539550781,0.6408440470695496
63,314.8841857910156,323.08917236328125,0.7541612386703491,266.6500549316406,302.42388916015625,0.40057048201560974,251.3888397216797,298.5670166015625,0.18597131967544556,226.14198303222656,291.5976257324219,0.2100743055343628,200.39967346191406,300.0977478027344,0.7902442812919617
64,303.81390380859375,320.7973937988281,0.5260277390480042,251.96566772460938,306.6474914550781,0.21979135274887085,229.5306396484375,299.5091857910156,0.23531752824783325,209.71804809570312,299.043212890625,0.2661045491695404,184.6259002685547,313.5801086425781,0.3788488805294037
65,-2.6589536666870117,-2.4061765670776367,0.01146399974822998,-4.589739799499512,-3.2343358993530273,0.011028945446014404,0.5571529865264893,59.46247863769531,0.0060246288776397705,284.4024353027344,357.46697998046875,0.010226547718048096,273.20172119140625,356.30389404296875,0.054828524589538574
66,315.9681396484375,240.48191833496094,0.8444665670394897,285.16326904296875,247.86227416992188,0.6759312152862549,255.791015625,257.92218017578125,0.31309401988983154,236.0355987548828,265.6014404296875,0.2809627652168274,216.79786682128906,276.6247863769531,0.6441395878791809
67,320.91729736328125,235.35496520996094,0.19469070434570312,287.5003662109375,244.2578582763672,0.303794264793396,258.7654113769531,254.86912536621094,0.6029462814331055,240.5878143310547,257.1481018066406,0.4730767607688904,215.8265838623047,263.2621765136719,0.971258282661438
68,378.02655029296875,259.0479736328125,0.9104143381118774,344.0575256347656,261.1573181152344,0.7882428169250488,314.02496337890625,265.9801025390625,0.6150817275047302,281.506591796875,267.9559020996094,0.6835881471633911,263.9898376464844,263.5774230957031,0.2400764524936676
69,237.93919372558594,266.07208251953125,0.001284480094909668,250.64297485351562,268.5376281738281,0.006790369749069214,232.12738037109375,268.5289306640625,0.003275930881500244,238.12384033203125,269.247314453125,0.0018880069255828857,223.15945434570312,269.4582214355469,0.006650269031524658
70,359.4664001464844,320.0029602050781,0.4278033971786499,324.547607421875,316.4781494140625,0.5927753448486328,298.9892578125,312.68798828125,0.46669116616249084,268.0093994140625,307.1728210449219,0.1042901873588562,249.51731872558594,305.2196350097656,0.3596245050430298
71,334.9272155761719,236.114013671875,0.5864449739456177,303.0447082519531,227.95172119140625,0.3934534788131714,258.32147216796875,226.64381408691406,0.5848370790481567,219.91709899902344,229.4225616455078,0.8386653661727905,185.2239990234375,234.725341796875,0.9805431365966797
72,362.3645935058594,256.4381408691406,0.8641676306724548,322.79107666015625,261.98406982421875,0.9366053342819214,289.03387451171875,269.22161865234375,0.6067975163459778,254.03189086914062,273.3263244628906,0.9240056872367859,230.14956665039062,275.34033203125,0.9830702543258667
73,272.9866027832031,303.4290466308594,0.9728251099586487,255.5607147216797,276.841552734375,0.9614807367324829,249.81224060058594,249.14266967773438,0.8648557662963867,252.65866088867188,217.5115509033203,0.7102358937263489,257.3392028808594,192.23605346679688,0.8863024711608887
74,386.20953369140625,217.5154266357422,0.9387550354003906,347.49078369140625,217.23240661621094,0.7072363495826721,304.1390686035156,221.2299041748047,0.6962090730667114,275.08349609375,220.05284118652344,0.5477107763290405,249.7621307373047,219.0932159423828,0.7484815716743469
75,330.3511657714844,266.1152038574219,0.7922998666763306,292.7565002441406,256.9273986816406,0.7364182472229004,257.4014892578125,252.2916717529297,0.5154722332954407,239.62657165527344,254.82855224609375,0.38213810324668884,203.35476684570312,246.85011291503906,0.7009472846984863
76,343.2704772949219,232.52761840820312,0.8707223534584045,307.70220947265625,227.6580810546875,0.8894400596618652,274.5733337402344,230.99911499023438,0.5221720933914185,242.5897216796875,236.08871459960938,0.7249656915664673,216.42886352539062,249.4264678955078,0.8668819665908813
77,331.0260925292969,241.83721923828125,0.4945860505104065,302.1882629394531,240.74951171875,0.7609915733337402,281.2767028808594,248.56674194335938,0.4277456998825073,258.1845397949219,252.87200927734375,0.5410173535346985,225.30738830566406,264.1693420410156,0.5791391730308533
78,359.78387451171875,291.5003662109375,0.626457691192627,317.7354736328125,286.3624572753906,0.7126556038856506,291.439453125,286.9609375,0.41344380378723145,257.4787292480469,295.9955749511719,0.5501773953437805,235.15936279296875,308.0426940917969,0.8884212374687195
79,396.43304443359375,313.7066650390625,0.9170090556144714,361.7367858886719,320.7162780761719,0.9646055698394775,325.9400634765625,320.884765625,0.7528827786445618,289.9177551269531,320.6941833496094,0.8449329137802124,262.8753967285156,314.6012878417969,0.6043771505355835
80,242.89816284179688,233.61224365234375,0.038854241371154785,290.1448974609375,242.20054626464844,0.022697508335113525,268.7364807128906,237.46267700195312,0.010951399803161621,261.1131896972656,238.14659118652344,0.032203733921051025,250.6249542236328,236.41378784179688,0.05775615572929382
81,361.0605773925781,262.7936706542969,0.5714942216873169,324.1808166503906,255.44473266601562,0.7457188963890076,291.5423583984375,257.9471130371094,0.8126638531684875,265.9490661621094,264.5523376464844,0.886791467666626,234.3066864013672,272.7205505371094,0.9776624441146851
82,342.49853515625,230.84510803222656,0.6522507667541504,308.8066101074219,229.88800048828125,0.7040738463401794,282.54052734375,234.06100463867188,0.5555205941200256,258.689208984375,240.0593719482422,0.6276022791862488,236.81454467773438,246.11167907714844,0.17687126994132996
83,252.3677215576172,141.85992431640625,0.44257429242134094,249.9375762939453,146.24270629882812,0.3628244400024414,253.17234802246094,179.83486938476562,0.30545520782470703,248.8474578857422,150.8135223388672,0.10543116927146912,252.8100128173828,235.7435302734375,0.2153245210647583
84,223.1602783203125,261.7993469238281,0.2827053964138031,331.66766357421875,210.8928985595703,0.3071659803390503,292.79498291015625,231.42855834960938,0.25994452834129333,273.8189392089844,231.72926330566406,0.4597923159599304,247.8936004638672,232.86436462402344,0.10981103777885437
85,238.8419952392578,346.8392639160156,0.95826256275177,244.13986206054688,313.7794189453125,0.9430253505706787,241.19944763183594,276.39105224609375,0.9360310435295105,240.87904357910156,244.82952880859375,0.8121170997619629,249.78268432617188,214.19007873535156,0.7416287660598755
86,388.9978942871094,288.6111145019531,0.0671064555644989,353.794189453125,306.4005432128906,0.32376042008399963,322.3311767578125,300.17510986328125,0.10554066300392151,282.6634521484375,290.4009094238281,0.4159679114818573,257.3666076660156,293.1197814941406,0.5117392539978027
87,289.3194274902344,268.18841552734375,0.0038760900497436523,254.05047607421875,286.5498962402344,0.01122063398361206,234.93505859375,288.8531494140625,0.014138370752334595,219.67544555664062,299.2273254394531,0.015774905681610107,196.07102966308594,311.0447998046875,0.4829273223876953
88,395.1972961425781,308.86785888671875,0.8073153495788574,354.96661376953125,315.50775146484375,0.6737927198410034,308.1355895996094,326.3675231933594,0.6900159120559692,284.1024475097656,331.1513671875,0.6911306381225586,263.59295654296875,327.61724853515625,0.6646485328674316
89,307.2357177734375,279.22564697265625,0.9744086265563965,271.9140625,284.11260986328125,0.9105732440948486,239.89068603515625,289.8289489746094,0.7983786463737488,210.40127563476562,292.594970703125,0.6712648868560791,161.3538818359375,324.4530029296875,0.9764634370803833
90,311.22357177734375,251.92088317871094,0.49096524715423584,265.111572265625,236.47752380371094,0.6471866369247437,223.68606567382812,240.79783630371094,0.5577142834663391,188.53662109375,244.23550415039062,0.5241892337799072,162.71881103515625,246.012451171875,0.38062307238578796
91,187.43898010253906,234.56639099121094,0.02343648672103882,258.61041259765625,238.20094299316406,0.2572537064552307,240.2000274658203,237.78765869140625,0.2847172021865845,206.97828674316406,239.2752227783203,0.12587547302246094,186.533447265625,236.46087646484375,0.550375759601593
92,221.20285034179688,184.54820251464844,0.8653171062469482,229.0257110595703,203.63702392578125,0.928311824798584,232.06375122070312,229.5308837890625,0.8290468454360962,238.53582763671875,253.70291137695312,0.5838567018508911,246.52951049804688,282.0180969238281,0.7489351034164429
93,322.8663024902344,244.88482666015625,0.9765294790267944,296.1941833496094,257.3041076660156,0.9580893516540527,270.0965576171875,266.2853698730469,0.9209108352661133,246.11505126953125,269.26202392578125,0.8793617486953735,224.8813018798828,271.29681396484375,0.9577959775924683
